Year,Title,Authors,Institution Name,Institution Country,Citation Count,Topic
2001,Knowledge and Organization: A Social-Practice Perspective,"John Seely Brown, Paul Duguid",Palo Alto Research Center,US,3389,Artificial Intelligence
2010,BRIEF: Binary Robust Independent Elementary Features,"Michael Calonder, Vincent Lepetit, Christoph Strecha, Pascal Fua",École Polytechnique Fédérale de Lausanne,CH,3388,Artificial Intelligence
1990,Self-Regulated Learning and Academic Achievement: An Overview,Barry J. Zimmerman,Unknown Institution,Unknown Country,3388,Artificial Intelligence
2012,<b>qgraph</b>: Network Visualizations of Relationships in Psychometric Data,"Sacha Epskamp, Angélique O. J. Cramer, Lourens Waldorp, Verena D. Schmittmann, Denny Borsboom",Unknown Institution,Unknown Country,3388,Artificial Intelligence
2019,BEAST 2.5: An advanced software platform for Bayesian evolutionary analysis,"Remco Bouckaert, Timothy G. Vaughan, Joëlle Barido‐Sottani, Sebastián Duchêne, Mathieu Fourment, Alexandra Gavryushkina, Joseph Heled, Graham Jones, Denise Kühnert, Nicola De Maio, Michael Matschiner, Fábio K. Mendes, Nicola F. Müller, Huw A. Ogilvie, Louis du Plessis, Alex Popinga, Andrew Rambaut, David A. Rasmussen, Igor Siveroni, Marc A. Suchard, Chieh‐Hsi Wu, Dong Xie, Chi Zhang, Tanja Stadler, Alexei J. Drummond","ETH Zurich, The University of Melbourne, University of Gothenburg, University of Basel, Chinese Academy of Sciences, North Carolina State University, European Bioinformatics Institute, Institute of Vertebrate Paleontology and Paleoanthropology, University of Edinburgh, University of Auckland, University of Oxford, Imperial College London, SIB Swiss Institute of Bioinformatics, Max Planck Institute for the Science of Human History, University of Otago, University of California, Los Angeles, Rice University, University of Technology Sydney","NZ, CH, US, GB, CN, DE, SE, AU",3388,Artificial Intelligence
2007,Recurrence plots for the analysis of complex systems,"Norbert Marwan, M. Carmen Romano, Marko Thiel, Jürgen Kurths",University of Potsdam,DE,3387,Artificial Intelligence
1969,Some Demographic and Genetic Consequences of Environmental Heterogeneity for Biological Control,Richard Levins,Unknown Institution,Unknown Country,3387,Artificial Intelligence
2018,How Powerful are Graph Neural Networks?,"Keyulu Xu, Weihua Hu, Jure Leskovec, Stefanie Jegelka",Unknown Institution,Unknown Country,3387,Artificial Intelligence
2010,Heuristic Decision Making,"Gerd Gigerenzer, Wolfgang Gaissmaier",Max Planck Institute for Human Development,DE,3386,Artificial Intelligence
2010,<scp>Morpho</scp>J: an integrated software package for geometric morphometrics,Christian Peter Klingenberg,University of Manchester,GB,3386,Artificial Intelligence
1982,Principles of Artificial Intelligence,Nils J. Nilsson,SRI International,US,3386,Artificial Intelligence
2007,Inference of population structure using multilocus genotype data: dominant markers and null alleles,"Daniel Falush, Matthew Stephens, Jonathan K. Pritchard","University of Chicago, Medawar Building for Pathogen Research, University of Oxford","GB, US",3385,Artificial Intelligence
1995,Remote sensing and image interpretation,Elizabeth A. Cook,Lincoln University - Missouri,US,3384,Artificial Intelligence
2000,Automated Talairach Atlas labels for functional brain mapping,"Jack L. Lancaster, Marty G. Woldorff, Lawrence M. Parsons, Mario Liotti, Catarina S. Freitas, Lacy Rainey, Peter Kochunov, Dan Nickerson, Shawn Mikiten, Peter T. Fox","Imaging Center, The University of Texas Health Science Center at San Antonio",US,3382,Artificial Intelligence
2005,Recognizing contextual polarity in phrase-level sentiment analysis,"Theresa Wilson, Janyce Wiebe, Paul Hoffmann",University of Pittsburgh,US,3381,Artificial Intelligence
1982,The Potts model,F. Y. Wu,Forschungszentrum Jülich,DE,3380,Artificial Intelligence
1981,Cubic convolution interpolation for digital image processing,Robert G. Keys,Unknown Institution,Unknown Country,3380,Artificial Intelligence
2008,Progress in information technology and tourism management: 20 years on and 10 years after the Internet—The state of eTourism research,"Dimitrios Buhalis, Rob Law","Bournemouth University, Hong Kong Polytechnic University","GB, HK",3379,Artificial Intelligence
2013,On the importance of initialization and momentum in deep learning,"Ilya Sutskever, James Martens, George E. Dahl, Geoffrey E. Hinton","University of Toronto, Google (United States)","CA, US",3377,Artificial Intelligence
1984,Instantaneous Reactive Power Compensators Comprising Switching Devices without Energy Storage Components,"Hirofumi Akagi, Yoshihira Kanazawa, Akira Nabae",Nagaoka University,JP,3377,Artificial Intelligence
2017,Estimating psychological networks and their accuracy: A tutorial paper,"Sacha Epskamp, Denny Borsboom, Eiko I. Fried",University of Amsterdam,NL,3377,Artificial Intelligence
2005,Making human beings human : bioecological perspectives on human development,Urie Bronfenbrenner,Unknown Institution,Unknown Country,3376,Artificial Intelligence
1997,Understanding GPS. Principles and applications,Michael J. Rycroft,International Space University,FR,3374,Artificial Intelligence
2001,Merlin—rapid analysis of dense genetic maps using sparse gene flow trees,"Gonçalo R. Abecasis, Stacey S. Cherny, William Cookson, Lon R. Cardon","Centre for Human Genetics, University of Oxford",GB,3374,Artificial Intelligence
2009,Fast Point Feature Histograms (FPFH) for 3D registration,"Radu Bogdan Rusu, Nico Blodow, Michael Beetz",Technical University of Munich,DE,3373,Artificial Intelligence
2018,Machine learning for molecular and materials science,"Keith T. Butler, Daniel W. Davies, Hugh M. Cartwright, Olexandr Isayev, Aron Walsh","Yonsei University, Rutherford Appleton Laboratory, University of Bath, University of Oxford, University of North Carolina at Chapel Hill, Research Complex at Harwell","GB, KR, US",3373,Artificial Intelligence
2019,Normalization and variance stabilization of single-cell RNA-seq data using regularized negative binomial regression,"Christoph Hafemeister, Rahul Satija",New York Genome Center,US,3373,Artificial Intelligence
1991,Thematic proto-roles and argument selection,David R. Dowty,Unknown Institution,Unknown Country,3372,Artificial Intelligence
1991,Orthogonal least squares learning algorithm for radial basis function networks,"Sheng Chen, C.F.N. Cowan, P.M. Grant",University of Edinburgh,GB,3370,Artificial Intelligence
1986,A New Quick-Response and High-Efficiency Control Strategy of an Induction Motor,"Isao Takahashi, Toshihiko Noguchi",Nagaoka University of Technology,JP,3369,Artificial Intelligence
1973,Stable isotope geochemistry,Jochen Hoefs,Unknown Institution,Unknown Country,3369,Artificial Intelligence
1991,Studying Information Technology in Organizations: Research Approaches and Assumptions,"Wanda J. Orlikowski, Jack J. Baroudi","Massachusetts Institute of Technology, New York University",US,3369,Artificial Intelligence
2015,Trust Region Policy Optimization,"John Schulman, Sergey Levine, Pieter Abbeel, Michael I. Jordan, Philipp Moritz","University of California, Berkeley",US,3365,Artificial Intelligence
1982,"Stochastic models, estimation, and control",P.S. Maybeck,Unknown Institution,Unknown Country,3364,Artificial Intelligence
2004,Do Institutions Cause Growth?,"Edward L. Glaeser, Rafael La Porta, Florencio López‐de‐Silanes, Andrei Shleifer","Dartmouth College, Harvard University Press, Yale University",US,3364,Artificial Intelligence
2004,A sentimental education,"Bo Pang, Lillian Lee",Cornell University,US,3363,Artificial Intelligence
2001,Multiple View Geometry in Computer Vision,,Unknown Institution,Unknown Country,3362,Artificial Intelligence
1971,Geometry for the selfish herd,W D Hamilton,Imperial College London,GB,3361,Artificial Intelligence
2017,Improved training of wasserstein GANs,"Ishaan Gulrajani, Faruk Ahmed, Martín Arjovsky, Vincent Dumoulin, Aaron Courville","Courant Institute of Mathematical Sciences, Google (United States)",US,3360,Artificial Intelligence
2005,Beyond Continuity: Institutional Change in Advanced Political Economies,"Wolfgang Streeck, Kathleen Thelen","Massachusetts Institute of Technology, Max Planck Society, Max Planck Institute for the Study of Societies","DE, US",3359,Artificial Intelligence
2020,A Comprehensive Survey on Graph Neural Networks,"Zonghan Wu, Shirui Pan, Fengwen Chen, Guodong Long, Chengqi Zhang, Philip S. Yu","Monash University, University of Technology Sydney, University of Illinois Chicago","US, AU",3358,Artificial Intelligence
1996,A Probabilistic Theory of Pattern Recognition,"Luc Devroye, László Györfi, Gábor Lugosi","McGill University, Budapest Institute","HU, CA",3357,Artificial Intelligence
2009,Accurate and robust brain image alignment using boundary-based registration,"Douglas N. Greve, Bruce Fischl","Harvard–MIT Division of Health Sciences and Technology, Athinoula A. Martinos Center for Biomedical Imaging",US,3357,Artificial Intelligence
2004,Harnessing Nonlinearity: Predicting Chaotic Systems and Saving Energy in Wireless Communication,"Herbert Jaeger, Harald Haas",Constructor University,DE,3355,Artificial Intelligence
2005,Investigations into resting-state connectivity using independent component analysis,"Christian F. Beckmann, Marilena DeLuca, Joseph T. Devlin, Stephen M. Smith","University of Oxford, Wellcome Centre for Integrative Neuroimaging, John Radcliffe Hospital",GB,3355,Artificial Intelligence
1965,From Acts To Dispositions The Attribution Process In Person Perception,"EDWARD E. JONES, Keith E. Davis","Duke University, University of Colorado Boulder",US,3353,Artificial Intelligence
1992,Automatic acquisition of hyponyms from large text corpora,Marti A. Hearst,"University of California, Berkeley",US,3353,Artificial Intelligence
1999,Taking time seriously: A theory of socioemotional selectivity.,"Laura L. Carstensen, Derek M. Isaacowitz, Susan T. Charles",Stanford Medicine,US,3352,Artificial Intelligence
2012,Robust Recovery of Subspace Structures by Low-Rank Representation,"Guangcan Liu, Zhouchen Lin, Shuicheng Yan, Ju Sun, Yong Yu, Yi Ma","Columbia University, National University of Singapore, University of Illinois Urbana-Champaign, Microsoft Research Asia (China), Peking University, Shanghai Jiao Tong University","CN, US, SG",3350,Artificial Intelligence
2020,NeRF: Representing Scenes as Neural Radiance Fields for View Synthesis,"Ben Mildenhall, Pratul P. Srinivasan, Matthew Tancik, Jonathan T. Barron, Ravi Ramamoorthi, Ren Ng","University of California, Berkeley, UC San Diego Health System, Berkeley College, Google (United States)",US,3350,Artificial Intelligence
2009,GOrilla: a tool for discovery and visualization of enriched GO terms in ranked gene lists,"Eran Eden, Roy Navon, Israel Steinfeld, Doron Lipson, Zohar Yakhini","Technion – Israel Institute of Technology, Tel Aviv University, Weizmann Institute of Science",IL,3344,Artificial Intelligence
2003,Semi-supervised learning using Gaussian fields and harmonic functions,"Xiaojin Zhu, Zoubin Ghahramani, John Lafferty","University College London, Carnegie Mellon University","GB, US",3342,Artificial Intelligence
2016,Cluster failure: Why fMRI inferences for spatial extent have inflated false-positive rates,"Anders Eklund, Thomas E. Nichols, Hans Knutsson","Linköping University, University of Warwick","GB, SE",3340,Artificial Intelligence
1999,Hierarchical models of object recognition in cortex,"Maximilian Riesenhuber, Tomaso Poggio",Massachusetts Institute of Technology,US,3340,Artificial Intelligence
1970,Initiation of slime mold aggregation viewed as an instability,"Evelyn Fox Keller, Lee A. Segel","Cornell University, Kettering University",US,3339,Artificial Intelligence
1992,Assessment of protein models with three-dimensional profiles,"Roland Lüthy, James U. Bowie, David Eisenberg","University of California, Los Angeles",US,3339,Artificial Intelligence
2007,Saliency Detection: A Spectral Residual Approach,"Xiaodi Hou, Liqing Zhang",Shanghai Jiao Tong University,CN,3339,Artificial Intelligence
1995,An Internal Model for Sensorimotor Integration,"Daniel M. Wolpert, Zoubin Ghahramani, Michael I. Jordan",Massachusetts Institute of Technology,US,3338,Artificial Intelligence
2004,From sectoral systems of innovation to socio-technical systems,Frank W. Geels,Eindhoven University of Technology,NL,3338,Artificial Intelligence
1988,“Who Is an Entrepreneur?” Is the Wrong Question,William B. Gartner,Georgetown University,US,3338,Artificial Intelligence
2018,Universal Language Model Fine-tuning for Text Classification,"Jeremy Howard, Sebastian Ruder","University of San Francisco, Ollscoil na Gaillimhe – University of Galway, Insight (China)","US, HK, IE",3338,Artificial Intelligence
2000,Fluctuating resources in plant communities: a general theory of invasibility,"Mark A. Davis, J. Philip Grime, Ken Thompson","University of Sheffield, Macalester College","GB, US",3337,Artificial Intelligence
1988,"Working Memory, Comprehension, and Aging: A Review and a New View","Lynn Hasher, Rose T. Zacks",Duke University,US,3336,Artificial Intelligence
2000,A model for types and levels of human interaction with automation,"Raja Parasuraman, T.B. Sheridan, Christopher D. Wickens","University of Illinois Urbana-Champaign, Massachusetts Institute of Technology, Catholic University of America",US,3336,Artificial Intelligence
1997,A Resource-Based Perspective On Corporate Environmental Performance And Profitability,"Michael V. Russo, Paul A. Fouts","University of Oregon, Golden Gate University",US,3333,Artificial Intelligence
1995,"A cognitive-affective system theory of personality: Reconceptualizing situations, dispositions, dynamics, and invariance in personality structure.","Walter Mischel, Yuichi Shoda",Columbia University,US,3333,Artificial Intelligence
2003,Statistical phrase-based translation,"Philipp Koehn, Franz Josef Och, Daniel Marcu","University of Southern California, Southern California University for Professional Studies",US,3332,Artificial Intelligence
